Region,Level,Item,production
USA,Commodity,Refinery Feedstocks,6001617041.46731
USA,Commodity,Ethane,1513866438.6107085
USA,Commodity,Naphtha,1634844107.0996723
USA,Commodity,White Spirit & SBP,1321968167.355274
USA,Commodity,Lubricants,9698920086.883266
USA,Commodity,Bitumen,7832276482.957519
USA,Commodity,Paraffin Waxes,251387084.56280112
USA,Commodity,Petroleum Coke,2556982175.6078434
USA,Commodity,Non-specified Petroleum Products,1432257310.027266
USA,Commodity,Nuclear fuel,303004466.2757665
USA,Commodity,"Plastics, basic",56816044521.86077
USA,Commodity,"Secondary plastic for treatment, Re-processing of secondary plastic into new plastic",0.0
USA,Commodity,N-fertiliser,691647977.5823709
USA,Commodity,P- and other fertiliser,17888218679.77645
USA,Commodity,Chemicals nec,779523288137.4955
USA,Commodity,Charcoal,0.0
USA,Commodity,Additives/Blending Components,398932904.13629687
USA,Commodity,Biogasoline,5236202637.205447
USA,Commodity,Biodiesels,897800388.2222067
USA,Commodity,Other Liquid Biofuels,102619807.32581975
USA,Commodity,Rubber and plastic products (25),273040375239.82022
USA,Commodity,Glass and glass products,38089294183.37352
USA,Commodity,"Secondary glass for treatment, Re-processing of secondary glass into new glass",0.0
USA,Commodity,Ceramic goods,5601532264.669483
USA,Commodity,"Bricks, tiles and construction products, in baked clay",9815231690.384432
USA,Commodity,"Cement, lime and plaster",72108173879.48207
USA,Commodity,"Ash for treatment, Re-processing of ash into clinker",0.0
USA,Commodity,Other non-metallic mineral products,23224218974.819168
USA,Commodity,Basic iron and steel and of ferro-alloys and first products thereof,137649164836.80612
USA,Commodity,"Secondary steel for treatment, Re-processing of secondary steel into new steel",0.0
USA,Commodity,Precious metals,18409246630.613712
USA,Commodity,"Secondary preciuos metals for treatment, Re-processing of secondary preciuos metals into new preciuos metals",0.0
USA,Commodity,Aluminium and aluminium products,54973354307.57038
USA,Commodity,"Secondary aluminium for treatment, Re-processing of secondary aluminium into new aluminium",0.0
USA,Commodity,"Lead, zinc and tin and products thereof",1289476644.404735
USA,Commodity,"Secondary lead for treatment, Re-processing of secondary lead into new lead",0.0
USA,Commodity,Copper products,26540709479.17958
USA,Commodity,"Secondary copper for treatment, Re-processing of secondary copper into new copper",0.0
USA,Commodity,Other non-ferrous metal products,7797312115.87213
USA,Commodity,"Secondary other non-ferrous metals for treatment, Re-processing of secondary other non-ferrous metals into new other non-ferrous metals",0.0
USA,Commodity,Foundry work services,48020288301.49948
USA,Commodity,"Fabricated metal products, except machinery and equipment (28)",392083798574.6472
USA,Commodity,Machinery and equipment n.e.c. (29),605365536760.2393
USA,Commodity,Office machinery and computers (30),127273698681.54883
USA,Commodity,Electrical machinery and apparatus n.e.c. (31),158524576938.5982
USA,Commodity,"Radio, television and communication equipment and apparatus (32)",327566750899.93353
USA,Commodity,"Medical, precision and optical instruments, watches and clocks (33)",270188450457.53946
USA,Commodity,"Motor vehicles, trailers and semi-trailers (34)",723755867255.0941
USA,Commodity,Other transport equipment (35),285407708513.4064
USA,Commodity,Furniture; other manufactured goods n.e.c. (36),240895554899.1792
USA,Commodity,Secondary raw materials,14670516473.527514
USA,Commodity,"Bottles for treatment, Recycling of bottles by direct reuse",0.0
USA,Commodity,Electricity by coal,90482449221.55028
USA,Commodity,Electricity by gas,42922957753.90918
USA,Commodity,Electricity by nuclear,36088036119.2831
USA,Commodity,Electricity by hydro,11870380160.954208
USA,Commodity,Electricity by wind,2510394858.325634
USA,Commodity,Electricity by petroleum and other oil derivatives,2760598201.9737506
USA,Commodity,Electricity by biomass and waste,3151400013.5449066
USA,Commodity,Electricity by solar photovoltaic,95684784.82524566
USA,Commodity,Electricity by solar thermal,34773705.190330535
USA,Commodity,"Electricity by tide, wave, ocean",0.0
USA,Commodity,Electricity by Geothermal,730972022.9457989
USA,Commodity,Electricity nec,211663719.42100888
USA,Commodity,Transmission services of electricity,27255194678.39158
USA,Commodity,Distribution and trade services of electricity,126980949718.4974
USA,Commodity,Coke oven gas,171831727.3744044
USA,Commodity,Blast Furnace Gas,362678476.90748113
USA,Commodity,Oxygen Steel Furnace Gas,0.0
USA,Commodity,Gas Works Gas,243055865.70279664
USA,Commodity,Biogas,1114369642.4691455
USA,Commodity,Distribution services of gaseous fuels through mains,143312202469.91565
USA,Commodity,Steam and hot water supply services,1438792407.5222154
USA,Commodity,"Collected and purified water, distribution services of water (41)",51463990978.25835
USA,Commodity,Construction work (45),1568776185671.194
USA,Commodity,"Secondary construction material for treatment, Re-processing of secondary construction material into aggregates",0.0
USA,Commodity,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries",803039852298.3804
USA,Commodity,Retail trade services of motor fuel,3144562165.9788923
USA,Commodity,"Wholesale trade and commission trade services, except of motor vehicles and motorcycles (51)",942147823608.3611
USA,Commodity,"Retail  trade services, except of motor vehicles and motorcycles; repair services of personal and household goods (52)",193623740773.26917
USA,Commodity,Hotel and restaurant services (55),1551549473926.482
USA,Commodity,Railway transportation services,89718569211.14102
USA,Commodity,Other land transportation services,574410193765.5709
USA,Commodity,Transportation services via pipelines,17660378733.60566
USA,Commodity,Sea and coastal water transportation services,69060645034.42226
USA,Commodity,Inland water transportation services,31512931783.976006
USA,Commodity,Air transport services (62),268773267396.20837
USA,Commodity,Supporting and auxiliary transport services; travel agency services (63),310535348627.58075
USA,Commodity,Post and telecommunication services (64),1643151411834.5774
USA,Commodity,"Financial intermediation services, except insurance and pension funding services (65)",928357267850.0613
USA,Commodity,"Insurance and pension funding services, except compulsory social security services (66)",766987319969.9214
USA,Commodity,Services auxiliary to financial intermediation (67),747551640179.456
USA,Commodity,Real estate services (70),2962983838974.4653
USA,Commodity,Renting services of machinery and equipment without operator and of personal and household goods (71),503377058105.374
USA,Commodity,Computer and related services (72),951074511187.7052
USA,Commodity,Research and development services (73),196755491700.79892
USA,Commodity,Other business services (74),3250181360591.245
USA,Commodity,Public administration and defence services; compulsory social security services (75),3771157513380.6284
USA,Commodity,Education services (80),398814326778.4501
USA,Commodity,Health and social work services (85),2294677686532.3926
USA,Commodity,Food waste for treatment: incineration,3607313323.3218884
USA,Commodity,Paper waste for treatment: incineration,6135839322.673239
USA,Commodity,Plastic waste for treatment: incineration,12005816056.89977
USA,Commodity,Intert/metal waste for treatment: incineration,4605037009.86901
USA,Commodity,Textiles waste for treatment: incineration,1794981548.7094247
USA,Commodity,Wood waste for treatment: incineration,2258577178.209257
USA,Commodity,Oil/hazardous waste for treatment: incineration,678114804.0271058
USA,Commodity,Food waste for treatment: biogasification and land application,0.0
USA,Commodity,Paper waste for treatment: biogasification and land application,0.0
USA,Commodity,Sewage sludge for treatment: biogasification and land application,31348846924.280376
USA,Commodity,Food waste for treatment: composting and land application,513296520.2136052
USA,Commodity,Paper and wood waste for treatment: composting and land application,11113488070.953732
USA,Commodity,Food waste for treatment: waste water treatment,37639125163.301796
USA,Commodity,Other waste for treatment: waste water treatment,10940300914.63101
USA,Commodity,Food waste for treatment: landfill,8658311896.92189
USA,Commodity,Paper for treatment: landfill,10542381226.337639
USA,Commodity,Plastic waste for treatment: landfill,8001726470.861572
USA,Commodity,Inert/metal/hazardous waste for treatment: landfill,13622001132.006248
USA,Commodity,Textiles waste for treatment: landfill,2863955438.249317
USA,Commodity,Wood waste for treatment: landfill,3659728711.1132307
USA,Commodity,Membership organisation services n.e.c. (91),247068449598.15637
USA,Commodity,"Recreational, cultural and sporting services (92)",441178701090.06726
USA,Commodity,Other services (93),257133065177.02927
USA,Commodity,Private households with employed persons (95),29487949636.32083
USA,Commodity,Extra-territorial organizations and bodies,0.0
Russia,Commodity,Paddy rice,1214341706.2548056
Russia,Commodity,Wheat,16678120723.504198
Russia,Commodity,Cereal grains nec,8096146814.3043585
Russia,Commodity,"Vegetables, fruit, nuts",9425025686.246086
Russia,Commodity,Oil seeds,4404828024.91618
Russia,Commodity,"Sugar cane, sugar beet",1778412399.6279755
Russia,Commodity,Plant-based fibers,15235661.84311638
Russia,Commodity,Crops nec,2637591480.1776686
Russia,Commodity,Cattle,4873516223.017861
Russia,Commodity,Pigs,5312728563.534471
Russia,Commodity,Poultry,8373654963.652916
Russia,Commodity,Meat animals nec,216385536.40297058
Russia,Commodity,Animal products nec,206824495.55914927
Russia,Commodity,Raw milk,13177612851.66395
Russia,Commodity,"Wool, silk-worm cocoons",36547581.291645296
Russia,Commodity,Manure (conventional treatment),0.0
Russia,Commodity,Manure (biogas treatment),0.0
Russia,Commodity,"Products of forestry, logging and related services (02)",8100664335.682765
Russia,Commodity,Fish and other fishing products; services incidental of fishing (05),4386251704.217574
Russia,Commodity,Anthracite,913468651.7607452
Russia,Commodity,Coking Coal,3135240752.952549
Russia,Commodity,Other Bituminous Coal,20665028858.461746
Russia,Commodity,Sub-Bituminous Coal,6465879.680811609
Russia,Commodity,Patent Fuel,985448.3545023868
Russia,Commodity,Lignite/Brown Coal,1021853754.6788586
Russia,Commodity,BKB/Peat Briquettes,7287407.5991401225
Russia,Commodity,Peat,47275747.70023081
Russia,Commodity,"Crude petroleum and services related to crude oil extraction, excluding surveying",140410173135.4788
Russia,Commodity,"Natural gas and services related to natural gas extraction, excluding surveying",22295214514.823395
Russia,Commodity,Natural Gas Liquids,1517740587.470372
Russia,Commodity,Other Hydrocarbons,12412161.854180599
Russia,Commodity,Uranium and thorium ores (12),567920268.2614105
Russia,Commodity,Iron ores,2783395944.3553777
Russia,Commodity,Copper ores and concentrates,2660326394.2101126
Russia,Commodity,Nickel ores and concentrates,368553684.27030283
Russia,Commodity,Aluminium ores and concentrates,290005945.9328786
Russia,Commodity,Precious metal ores and concentrates,4091115448.7591496
Russia,Commodity,"Lead, zinc and tin ores and concentrates",1135005707.7173352
Russia,Commodity,Other non-ferrous metal ores and concentrates,559764149.2031058
Russia,Commodity,Stone,319629514.7975714
Russia,Commodity,Sand and clay,5228308596.565917
Russia,Commodity,"Chemical and fertilizer minerals, salt and other mining and quarrying products n.e.c.",6129493342.941493
Russia,Commodity,Products of meat cattle,119191782.87026829
Russia,Commodity,Products of meat pigs,614321418.3674142
Russia,Commodity,Products of meat poultry,195199846.00660533
Russia,Commodity,Meat products nec,2440008524.157104
Russia,Commodity,products of Vegetable oils and fats,17451616714.718384
Russia,Commodity,Dairy products,8906062609.080797
Russia,Commodity,Processed rice,718424130.8829675
Russia,Commodity,Sugar,4403213656.824276
Russia,Commodity,Food products nec,49317026291.884735
Russia,Commodity,Beverages,17401506085.78064
Russia,Commodity,Fish products,38649192315.23561
Russia,Commodity,Tobacco products (16),10925298679.134611
Russia,Commodity,Textiles (17),6528995953.30695
Russia,Commodity,Wearing apparel; furs (18),3676020022.994932
Russia,Commodity,Leather and leather products (19),6129771524.187832
Russia,Commodity,Wood and products of wood and cork (except furniture); articles of straw and plaiting materials (20),19203161999.07405
Russia,Commodity,"Wood material for treatment, Re-processing of secondary wood material into new wood material",0.0
Russia,Commodity,Pulp,6455907481.447314
Russia,Commodity,"Secondary paper for treatment, Re-processing of secondary paper into new pulp",0.0
Russia,Commodity,Paper and paper products,13187540828.529312
Russia,Commodity,Printed matter and recorded media (22),6106573592.300919
Russia,Commodity,Coke Oven Coke,4954923163.011581
Russia,Commodity,Gas Coke,0.0
Russia,Commodity,Coal Tar,13014732.931082083
Russia,Commodity,Motor Gasoline,15749418857.690853
Russia,Commodity,Aviation Gasoline,2229500.2240920067
Russia,Commodity,Gasoline Type Jet Fuel,5227.002381099777
Russia,Commodity,Kerosene Type Jet Fuel,979551020.0058593
Russia,Commodity,Kerosene,29215658.13336724
Russia,Commodity,Gas/Diesel Oil,28751340290.308693
Russia,Commodity,Heavy Fuel Oil,21447345201.36286
Russia,Commodity,Refinery Gas,26121405.62362408
Russia,Commodity,Liquefied Petroleum Gases (LPG),5191995798.509602
Russia,Commodity,Refinery Feedstocks,3488192.4006390995
Russia,Commodity,Ethane,1129706.1196309272
Russia,Commodity,Naphtha,1445015714.6943028
Russia,Commodity,White Spirit & SBP,1679409.484355905
Russia,Commodity,Lubricants,192030164.07060498
Russia,Commodity,Bitumen,236204393.5939496
