,,,EU,EU,EU,EU,EU,EU,EU,RoW,RoW,RoW,RoW,RoW,RoW,RoW,Russia,Russia,Russia,Russia,Russia,Russia,Russia
EU,Commodity,"Secondary glass for treatment, Re-processing of secondary glass into new glass",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EU,Commodity,Ceramic goods,10152229721.484266,0.0,0.0,545371151.0342169,470063373.8894578,0.0,0.0,3059983517.0517583,0.0,0.0,10588508.861554053,44182553.359620035,0.0,0.0,257542283.1619683,0.0,0.0,0.0,11954919.90724682,0.0,0.0
EU,Commodity,"Bricks, tiles and construction products, in baked clay",45499453.07453333,0.0,0.0,406792631.3316281,105618046.50040294,0.0,0.0,1032774.0624594197,0.0,0.0,24720505.061970014,2026537.9245185957,0.0,0.0,178345.1186298429,0.0,0.0,0.0,253490.772513669,0.0,0.0
EU,Commodity,"Cement, lime and plaster",361433590.2276199,0.0,0.0,669175186.0076332,2104043335.5456605,0.0,0.0,8233690.388071979,0.0,0.0,11352000.376817858,21323097.18982592,0.0,0.0,1131921.379599512,0.0,0.0,0.0,7849682.56341011,0.0,0.0
EU,Commodity,"Ash for treatment, Re-processing of ash into clinker",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EU,Commodity,Other non-metallic mineral products,12793736212.214546,0.0,0.0,303870939.87896985,581802888.6144965,0.0,0.0,2615521238.3454237,4816.34670866314,11463.586769036432,7231134.540322751,21785897.683373686,0.0,0.0,275834185.1605814,0.0,0.0,0.0,10625738.94215447,0.0,0.0
EU,Commodity,Basic iron and steel and of ferro-alloys and first products thereof,8437675.5576232,0.0,98723.89204413924,735706984.8230556,2165860458.624288,0.0,0.0,54338803.83111563,0.0,0.0,206069827.75784928,1265451488.080668,0.0,0.0,322684.15998576,0.0,0.0,0.0,26293.634128814305,0.0,0.0
EU,Commodity,"Secondary steel for treatment, Re-processing of secondary steel into new steel",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EU,Commodity,Precious metals,93176227.85126089,0.0,100591.0564964753,238006954.52363786,156203530.52115786,0.0,0.0,31427976.48570115,0.0,0.0,54662734.06492209,300069920.0323809,0.0,0.0,0.0,0.0,0.0,0.0,26546.97748874817,0.0,0.0
EU,Commodity,"Secondary preciuos metals for treatment, Re-processing of secondary preciuos metals into new preciuos metals",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EU,Commodity,Aluminium and aluminium products,31343172.59099858,0.0,99514.85209364392,419784680.0262139,1453490361.5565438,0.0,0.0,5667789.386116164,0.0,0.0,18822145.1770286,453340947.7800374,0.0,0.0,0.0,0.0,0.0,0.0,3156289.628180358,0.0,0.0
EU,Commodity,"Secondary aluminium for treatment, Re-processing of secondary aluminium into new aluminium",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EU,Commodity,"Lead, zinc and tin and products thereof",0.0,0.0,99403.70721116084,989184829.9335452,861896341.9960314,0.0,0.0,0.0,0.0,0.0,56050514.83125208,37081799.32425408,0.0,0.0,0.0,0.0,0.0,0.0,160242.97957746376,0.0,0.0
EU,Commodity,"Secondary lead for treatment, Re-processing of secondary lead into new lead",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EU,Commodity,Copper products,0.0,0.0,99527.76246146388,565978836.1354105,1065666787.1864132,0.0,0.0,0.0,0.0,0.0,107318289.74061248,96646398.129028,0.0,0.0,0.0,0.0,0.0,0.0,1005210.8488821666,0.0,0.0
EU,Commodity,"Secondary copper for treatment, Re-processing of secondary copper into new copper",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EU,Commodity,Other non-ferrous metal products,23741761.58371672,0.0,100296.23479316746,126741325.29807086,120297559.69049169,0.0,0.0,18656979.38115148,0.0,0.0,4619971.242164475,24752732.41667443,0.0,0.0,0.0,0.0,0.0,0.0,280700.9712018764,0.0,0.0
EU,Commodity,"Secondary other non-ferrous metals for treatment, Re-processing of secondary other non-ferrous metals into new other non-ferrous metals",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EU,Commodity,Foundry work services,901302.6637926259,0.0,99632.36249157456,876987095.4307845,343441865.91395104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EU,Commodity,"Fabricated metal products, except machinery and equipment (28)",31398378070.655766,0.0,169216946.46442312,53427176208.86885,5158058710.614807,0.0,0.0,6797829349.319554,1683274.2184732065,1500585.120156158,9564074609.907572,363168756.8383988,0.0,0.0,1866746650.5025473,0.0,3725557.9669866813,203879348.75079015,128009777.91487055,0.0,0.0
EU,Commodity,Machinery and equipment n.e.c. (29),3780519627.371769,37470266.99060994,21613155.397382118,190029107176.86435,9372372939.079834,0.0,0.0,18314591614.294956,2987322.749130814,4946545.2100822935,161195041941.9711,2208221061.383581,0.0,0.0,1640146640.7979417,0.0,8647704.790774249,13000347257.181738,168550821.0109044,0.0,0.0
EU,Commodity,Office machinery and computers (30),11225568040.763256,336806835.10453445,44956476.52779818,28985172663.854813,3468004536.049911,0.0,0.0,3746219610.017616,60674.645279552926,4374334.532248542,12126968283.908012,275772125.63710976,0.0,0.0,441917528.1674912,0.0,69.64074827985927,18235.59972193883,179413247.68734506,0.0,0.0
EU,Commodity,Electrical machinery and apparatus n.e.c. (31),19076849110.86134,25372182.72233875,196346.1254984468,56284770679.82219,4696028183.623699,0.0,0.0,10552102624.679306,24451010.146278054,4946430.570566576,26821629946.57486,2580614831.1155777,0.0,0.0,1889998917.3771365,0.0,25.709555333733057,215008.65700981312,1450030999.6650364,0.0,0.0
EU,Commodity,"Radio, television and communication equipment and apparatus (32)",35757904508.24239,457227786.3126985,44478158.02948694,30471568083.957493,9873476104.298504,0.0,0.0,14822407954.303558,43352479.31706034,77684267.91054145,13281736473.175783,839284547.5621136,0.0,0.0,1004077647.0755332,0.0,173.81446986022175,77632.5477345954,247243369.00577703,0.0,0.0
EU,Commodity,"Medical, precision and optical instruments, watches and clocks (33)",34463834427.94104,391252669.86972815,6021382229.348809,36243826317.64519,3185621101.400547,0.0,0.0,13446632139.510153,1444.2458751167283,915915844.2772166,41562815251.34653,517226373.68815637,0.0,0.0,537409847.1502857,0.0,5759.054938622595,0.0,1907483677.2270234,0.0,0.0
EU,Commodity,"Motor vehicles, trailers and semi-trailers (34)",114385772178.03957,414911885.8210342,135836202.4861269,145501179138.5065,4210672136.910967,0.0,0.0,96336224365.14342,99867796.57203399,94911487.34808187,91113630687.81943,3426820250.2072935,0.0,0.0,3727648477.733601,0.0,591.6054600499227,358742.42976886744,3691511695.206434,0.0,0.0
EU,Commodity,Other transport equipment (35),17075588757.212816,1975638937.545942,846473922.8174772,32300846023.703625,3701564874.014428,0.0,0.0,11143093598.664711,3574700.0694884947,47101708.13232432,52636342468.773125,1327197182.4957032,0.0,0.0,95744651.79218884,0.0,103.90345908389305,0.0,1443811683.7049866,0.0,0.0
EU,Commodity,Furniture; other manufactured goods n.e.c. (36),100303521368.51096,527391041.14895916,116106938.43348502,46302307341.56857,3213010886.2399464,0.0,0.0,32632311971.95704,13710465.638017902,5603986.6649934715,8179134139.049219,478894129.7114053,0.0,0.0,705738122.0670246,0.0,81.15761305950677,0.0,802413523.9801226,0.0,0.0
EU,Commodity,Secondary raw materials,67470010.2165873,0.0,56193.10117003107,4579108.867186445,1058528031.8199972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EU,Commodity,"Bottles for treatment, Recycling of bottles by direct reuse",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EU,Commodity,Electricity by coal,19329422862.694412,17966.267922903295,70294173.73118997,1164093.205943782,15993306.218491048,0.0,0.0,130717043.09595236,27.808695384738925,587.0678750503556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EU,Commodity,Electricity by gas,14863475171.927553,32920.4488153606,51165969.827691704,2133023.450781786,14765250.678283332,0.0,0.0,332768817.66419846,49.74884257622254,399.2557197912546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EU,Commodity,Electricity by nuclear,20624846621.127357,37971.88191610698,63243598.72248649,2460322.307622397,39094737.102210365,0.0,0.0,107191415.01567441,134.37823780862286,3905.813925785567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EU,Commodity,Electricity by hydro,7087668362.1665,616.206052095473,8065315.60513299,39926.00365217436,18470532.10412982,0.0,0.0,29399495.512318887,16.738518713579303,823.0756740552911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EU,Commodity,Electricity by wind,2055496816.023273,430.2775698183714,7930031.455872043,27879.08973889031,21473032.790115822,0.0,0.0,1352658.8146135241,7.632854351167059,16657.970811328967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EU,Commodity,Electricity by petroleum and other oil derivatives,2610580196.059993,547.9188111663949,4111273.805906232,35501.4501745515,6909863.837545719,0.0,0.0,15479390.615653459,7.620628959644918,464.10587195182745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EU,Commodity,Electricity by biomass and waste,1590668629.469027,5463.798638079644,14209894.595021047,354017.36746479425,20789486.3644003,0.0,0.0,3936276.6169790467,2.3153453554079197,11887.690706571777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EU,Commodity,Electricity by solar photovoltaic,26175700.97828504,0.1398811124982531,2528171.965460207,9.06335435928202,6899651.494897738,0.0,0.0,0.41628402087238336,0.0,18273.857765551056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EU,Commodity,Electricity by solar thermal,0.3837905562027409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EU,Commodity,"Electricity by tide, wave, ocean",23484806.09599881,0.0,0.0,0.0,45.995381456034856,0.0,0.0,0.3033370338424256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EU,Commodity,Electricity by Geothermal,127420957.96104985,0.0,1472.902365448027,0.0,3050.714724081503,0.0,0.0,1994.1233909437922,0.0,156.51588258514485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EU,Commodity,Electricity nec,780634973.3318161,124.78677120964092,3659365.28584382,8085.342664384023,6607528.08601057,0.0,0.0,8454912.964433827,0.0,458.3186949463784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EU,Commodity,Transmission services of electricity,14836833221.625513,6462.72340127371,46897657.73332939,418740.9669943788,14100260.235133667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EU,Commodity,Distribution and trade services of electricity,76734941904.75366,28311.576814386503,331338778.9648099,1834399.57372388,31318081.40016134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EU,Commodity,Coke oven gas,12219.443920454,74.31170843328606,3363.366371691326,3411324.2353147557,5470035.306708636,0.0,0.0,4.2086522530493475,0.0,0.0,0.0,36.52966119428542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EU,Commodity,Blast Furnace Gas,20141.96654984497,122.49198533655276,5544.01766516419,5858205.407104097,11058146.491532328,0.0,0.0,0.0,0.0,0.0,0.0,46.97284417500317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EU,Commodity,Oxygen Steel Furnace Gas,0.0,0.0,0.0,0.678972270968442,325274.10820327717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EU,Commodity,Gas Works Gas,1904991.9769702612,0.0,223.15503628652672,44836206.6348786,5660.87111196978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EU,Commodity,Biogas,14630400.847529897,170.7655244462089,493761.08271438105,473683.9870218304,5268194.736716732,0.0,0.0,25432.336966161485,0.0,6.383775150508331,0.0,0.0067316830482364995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EU,Commodity,Distribution services of gaseous fuels through mains,37307340110.94613,13596.091984496548,508448541.88808614,691619828.0205132,1472560924.6010962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EU,Commodity,Steam and hot water supply services,12821707986.206099,47871.13207793988,21908205.244081415,3101727.0727510126,21322001.951728903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EU,Commodity,"Collected and purified water, distribution services of water (41)",34438948987.13557,13257478.77244767,787947594.70785,0.0,2987515459.268781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EU,Commodity,Construction work (45),33693150792.75558,755.925985650641,3507611496.643936,1440773488382.9116,1821037926.5195315,0.0,0.0,158629103.05176046,31823.26921321017,666327.0951621173,14696054152.909897,2417380.763023874,0.0,0.0,6700932.206138436,0.0,0.0,2399166153.333982,0.0,0.0,0.0
EU,Commodity,"Secondary construction material for treatment, Re-processing of secondary construction material into aggregates",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EU,Commodity,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries",220652448955.34692,193825820.56079373,1807197128.0810626,7810406520.346906,516589835.82302064,0.0,0.0,3220727238.8838115,7742925.721701616,1659587.2535924357,52830856.54942883,15301551.841175865,0.0,0.0,365831807.6564382,0.0,23778.160524083505,100881.85372675762,120493.36304381293,0.0,0.0
EU,Commodity,Retail trade services of motor fuel,16141665871.25363,19492948.742568996,124954055.20402117,3909454465.388948,31216174.493834436,0.0,0.0,126572452.7728419,376721.76212875085,677827.2352624801,53821.75186697203,236788.9563300933,0.0,0.0,675660.1220044609,0.0,2416.490670039057,0.0,12755.620400386446,0.0,0.0
EU,Commodity,"Wholesale trade and commission trade services, except of motor vehicles and motorcycles (51)",51819425652.13639,1466750107.1950874,9463058783.840422,18865778244.787075,3301534996.591311,0.0,0.0,9877723105.806543,26411682.96036679,481711115.2367669,1626081226.0608132,928790789.4084961,0.0,0.0,1080781383.7424846,0.0,2323129.67034633,63796218.25817143,76226812.75061212,0.0,0.0
EU,Commodity,"Retail  trade services, except of motor vehicles and motorcycles; repair services of personal and household goods (52)",50752023950.20647,342401241.00311226,8989625174.224638,13150699766.59112,1688407261.177547,0.0,0.0,6834543682.194299,19758698.644059606,10935726.539066944,334045713.03757286,93065020.82514384,0.0,0.0,884606087.4256479,0.0,487085.33435133257,1674178.4449060392,1999640.0116573698,0.0,0.0
EU,Commodity,Hotel and restaurant services (55),648669838871.9758,2948666986.080526,5236770687.861483,0.0,16967480.9715427,0.0,0.0,78672659879.28267,36087843.02827316,49701420.1204201,2035798.1825527118,1190074.47988137,0.0,0.0,4346580164.479834,0.0,0.0,0.0,1051426380.9419311,0.0,0.0
EU,Commodity,Railway transportation services,89923798400.28061,68548055.13678332,1822229292.637573,749058697.3261817,176550848.4111248,0.0,0.0,3243003418.233687,1271343.7049244505,4098831.2694077916,11634274.337336574,1964143.6012031399,0.0,0.0,387961815.31702006,0.0,1049085.3115358092,2161148.551101265,2479819.8624161715,0.0,0.0
EU,Commodity,Other land transportation services,156407190955.42853,366647821.8934547,49209203687.70555,3316156199.1497135,843616125.4531678,0.0,0.0,9085443805.942875,13588290.753685696,400850830.0629601,599464046.8923423,70368331.14120325,0.0,0.0,458263297.2302612,0.0,49840665.86911675,9245749.561009886,5920991.25832426,0.0,0.0
EU,Commodity,Transportation services via pipelines,264249641.218217,5777122.712944498,132445181.3011885,164349877.12308785,17017826.995005276,0.0,0.0,97899119.06020948,663092.4552070157,852898.796483374,305727.9433214307,2009402.146773719,0.0,0.0,5495716.70244425,0.0,575939.1510962445,0.0,7284782.450196018,0.0,0.0
EU,Commodity,Sea and coastal water transportation services,17125865718.28952,7376879.168897706,536360991.2849383,251984542.68825907,21837700.625153445,0.0,0.0,6061797815.491573,24781817.634954523,111683869.3293121,355187917.26711476,46833247.24120597,343131463.2474485,0.0,530790.2019671501,0.0,6671864.396043215,6895069.350691216,2643658.059322358,0.0,0.0
EU,Commodity,Inland water transportation services,5445911538.025651,281698.9887275548,2634522.9778186567,2607376.1503127515,10467813.653221069,0.0,0.0,328764379.11673313,16365.147262584098,79390.49110671828,3511489.7109811767,109378.44756589552,0.0,0.0,284724.50061344076,0.0,30635.170174155777,188942.82461140538,216803.3146511933,0.0,0.0
EU,Commodity,Air transport services (62),91652188589.84511,4508647.603364396,750023135.7143376,13242520.097918905,7123378.079334608,0.0,0.0,25818313717.687214,4849824.048761286,42186850.601690575,1679692050.5854533,24097895.58627825,0.0,0.0,620214277.7633309,0.0,2320922.624025702,3362859.7599897883,3858728.9259190154,0.0,0.0
EU,Commodity,Supporting and auxiliary transport services; travel agency services (63),129733403444.03818,1690621414.9001348,55457754911.47242,246189483.23992813,87156887.97958787,0.0,0.0,1896999243.7580988,28479506.334871605,231924074.0370588,21300443.244095657,942580.779019851,0.0,0.0,309350940.23922175,0.0,67886715.72757727,206527.5733154859,236981.01557314774,0.0,0.0
EU,Commodity,Post and telecommunication services (64),314567204545.7632,0.0,4703347361.142182,2488293.021871527,19301744.059386373,0.0,0.0,4381335971.413525,1063046.6641650756,2149006.487433618,191101826.88627452,16094.631670236984,0.0,0.0,830147112.4621763,0.0,2556.7035920151843,0.0,0.0,0.0,0.0
EU,Commodity,"Financial intermediation services, except insurance and pension funding services (65)",138714083995.64984,542890116.2072673,150534771.58303046,313135081.0144448,0.0,0.0,0.0,5762333228.134711,220301.36918971967,192631978.2204201,0.0,0.0,0.0,0.0,0.8163732659133545,0.0,667566.2090241504,0.0,0.0,0.0,0.0
EU,Commodity,"Insurance and pension funding services, except compulsory social security services (66)",202145575120.59143,143943.32538655153,102730995.19296397,1456013.0984552691,239794.091891922,0.0,0.0,7362703591.503854,10701991.043146906,8029203.450401415,14927.138105947122,3286.0256235046895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EU,Commodity,Services auxiliary to financial intermediation (67),24136379042.86732,0.0,137130934.49629286,1252969652.2765076,8058765.225517456,0.0,0.0,1177097116.7169914,20054380.416870352,176143132.14264873,7907625.702335311,0.0,0.0,0.0,12.668614519334032,0.0,249340.22904713417,0.0,0.0,0.0,0.0
EU,Commodity,Real estate services (70),1311838211420.4927,9571996632.562416,34666630443.57735,45863052364.770706,46106405.60334336,0.0,0.0,24346783263.331932,62999.39333120199,17610191.311924346,992448699.4554422,0.0,0.0,0.0,178476647.4464555,0.0,195523.8824153814,0.0,0.0,0.0,0.0
EU,Commodity,Renting services of machinery and equipment without operator and of personal and household goods (71),39092213567.24703,77640.31401388791,1011897156.832183,8178049396.911868,2030210.3644679037,0.0,0.0,1931345160.003181,21951855.90257876,2851150.3907154584,4307300.260829891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EU,Commodity,Computer and related services (72),2470857733.6171775,14477338.202428706,841194927.6776186,230028455914.48373,81277796.87381311,0.0,0.0,1367067630.355824,271737227.72340083,274468749.6243377,15456262234.306755,36614315.52929342,0.0,0.0,0.0,0.0,0.0,0.19554150399236156,0.0,0.0,0.0
EU,Commodity,Research and development services (73),624051068.1117189,17612578542.15888,42090233836.830055,172353356.60762912,59722434.49623275,0.0,0.0,553339798.7908541,1256545478.4615557,861961093.3117896,125577931.56434758,172274262.85367557,0.0,0.0,0.0,0.0,113567453.33970493,13391957.488746777,0.0,0.0,0.0
EU,Commodity,Other business services (74),41267859342.02185,1351821815.3110006,13544375733.604395,216097883455.4189,901773507.2191391,0.0,0.0,5023206590.056595,473464716.1148733,249352898.90474597,13686371392.01253,83179016.009238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EU,Commodity,Public administration and defence services; compulsory social security services (75),9095564653.905577,20365213485.330612,994471898804.4912,2543146260.1164083,1215155.143032175,0.0,0.0,255750200.06975514,3514371509.5581193,17636828734.334755,148516418.01353446,0.0,0.0,0.0,7825134.565341945,342637.3322907213,207000892.70586044,9169429.103266276,0.0,0.0,0.0
EU,Commodity,Education services (80),73367792016.3018,133328228856.03331,543346048139.6709,1157.4527011297523,357303.2660759863,0.0,0.0,1176716579.3542,1138357251.2080493,3442908237.8627553,0.0,230230.50080239636,0.0,0.0,1608048.1110456553,38211106.086331345,761563.0997665656,245751.66588942774,0.0,0.0,0.0
